timestamp,memory_used,gpu_util,time_sec
2025-07-16 12:31:59.667,1.0,0.0,0.0
2025-07-16 12:32:04.743,1.0,0.0,5.076
2025-07-16 12:32:09.796,106.0,0.0,10.129
2025-07-16 12:32:14.843,470.0,0.0,15.176
2025-07-16 12:32:19.891,470.0,69.0,20.224
2025-07-16 12:32:24.937,470.0,70.0,25.27
2025-07-16 12:32:29.983,470.0,71.0,30.316
2025-07-16 12:32:35.031,470.0,70.0,35.364
2025-07-16 12:32:40.078,470.0,63.0,40.411
2025-07-16 12:32:45.124,470.0,68.0,45.457
2025-07-16 12:32:50.172,470.0,70.0,50.505
2025-07-16 12:32:55.219,470.0,68.0,55.552
2025-07-16 12:33:00.271,470.0,66.0,60.604
2025-07-16 12:33:05.318,470.0,48.0,65.651
2025-07-16 12:33:10.364,470.0,37.0,70.697
2025-07-16 12:33:15.409,470.0,36.0,75.742
2025-07-16 12:33:20.454,470.0,49.0,80.787
2025-07-16 12:33:25.499,470.0,49.0,85.832
2025-07-16 12:33:30.546,470.0,39.0,90.879
2025-07-16 12:33:35.591,470.0,49.0,95.924
2025-07-16 12:33:40.636,470.0,36.0,100.969
2025-07-16 12:33:45.683,470.0,68.0,106.016
2025-07-16 12:33:50.731,470.0,66.0,111.064
2025-07-16 12:33:55.778,470.0,68.0,116.111
2025-07-16 12:34:00.825,470.0,69.0,121.158
2025-07-16 12:34:05.871,470.0,71.0,126.204
2025-07-16 12:34:10.918,470.0,66.0,131.251
2025-07-16 12:34:15.964,470.0,65.0,136.297
2025-07-16 12:34:21.010,470.0,67.0,141.343
2025-07-16 12:34:26.057,470.0,68.0,146.39
2025-07-16 12:34:31.105,470.0,0.0,151.438
2025-07-16 12:34:36.149,470.0,33.0,156.482
2025-07-16 12:34:41.196,470.0,20.0,161.529
2025-07-16 12:34:46.240,470.0,33.0,166.573
2025-07-16 12:34:51.285,470.0,34.0,171.618
2025-07-16 12:34:56.330,470.0,34.0,176.663
2025-07-16 12:35:01.375,470.0,34.0,181.708
2025-07-16 12:35:06.420,470.0,32.0,186.753
2025-07-16 12:35:11.464,470.0,37.0,191.797
2025-07-16 12:35:16.509,470.0,37.0,196.842
2025-07-16 12:35:21.557,470.0,36.0,201.89
2025-07-16 12:35:26.603,470.0,0.0,206.936
2025-07-16 12:35:31.648,470.0,67.0,211.981
2025-07-16 12:35:36.694,470.0,68.0,217.027
2025-07-16 12:35:41.742,470.0,67.0,222.075
2025-07-16 12:35:46.789,470.0,67.0,227.122
2025-07-16 12:35:51.835,470.0,66.0,232.168
2025-07-16 12:35:56.883,470.0,68.0,237.216
2025-07-16 12:36:01.931,470.0,68.0,242.264
2025-07-16 12:36:06.976,470.0,65.0,247.309
2025-07-16 12:36:12.024,470.0,66.0,252.357
2025-07-16 12:36:17.069,470.0,0.0,257.402
2025-07-16 12:36:22.114,470.0,33.0,262.447
2025-07-16 12:36:27.159,470.0,34.0,267.492
2025-07-16 12:36:32.203,470.0,0.0,272.536
2025-07-16 12:36:37.247,470.0,34.0,277.58
2025-07-16 12:36:42.292,470.0,33.0,282.625
2025-07-16 12:36:47.340,470.0,33.0,287.673
2025-07-16 12:36:52.384,470.0,32.0,292.717
2025-07-16 12:36:57.430,470.0,34.0,297.763
2025-07-16 12:37:02.475,470.0,34.0,302.808
2025-07-16 12:37:07.520,470.0,35.0,307.853
2025-07-16 12:37:12.567,470.0,48.0,312.9
2025-07-16 12:37:17.613,470.0,0.0,317.946
2025-07-16 12:37:22.658,470.0,65.0,322.991
2025-07-16 12:37:27.703,470.0,67.0,328.036
2025-07-16 12:37:32.751,470.0,67.0,333.084
2025-07-16 12:37:37.798,470.0,66.0,338.131
2025-07-16 12:37:42.846,470.0,64.0,343.179
2025-07-16 12:37:47.892,470.0,67.0,348.225
2025-07-16 12:37:52.940,470.0,66.0,353.273
2025-07-16 12:37:57.987,470.0,66.0,358.32
2025-07-16 12:38:03.033,470.0,70.0,363.366
2025-07-16 12:38:08.079,470.0,4.0,368.412
2025-07-16 12:38:13.125,470.0,33.0,373.458
2025-07-16 12:38:18.172,470.0,33.0,378.505
2025-07-16 12:38:23.218,470.0,0.0,383.551
2025-07-16 12:38:28.263,470.0,32.0,388.596
