timestamp,memory_used,gpu_util,time_sec
2025-07-16 10:40:46.546,1.0,0.0,0.0
2025-07-16 10:40:51.623,1.0,0.0,5.077
2025-07-16 10:40:56.676,106.0,0.0,10.13
2025-07-16 10:41:01.721,192.0,17.0,15.175
2025-07-16 10:41:06.765,192.0,16.0,20.219
2025-07-16 10:41:11.810,192.0,20.0,25.264
2025-07-16 10:41:16.854,192.0,23.0,30.308
2025-07-16 10:41:21.898,192.0,22.0,35.352
2025-07-16 10:41:26.941,194.0,15.0,40.395
2025-07-16 10:41:31.987,194.0,16.0,45.441
2025-07-16 10:41:37.031,194.0,16.0,50.485
2025-07-16 10:41:42.077,194.0,16.0,55.531
2025-07-16 10:41:47.120,194.0,16.0,60.574
2025-07-16 10:41:52.165,194.0,17.0,65.619
2025-07-16 10:41:57.208,194.0,17.0,70.662
2025-07-16 10:42:02.252,194.0,16.0,75.706
2025-07-16 10:42:07.297,194.0,16.0,80.751
2025-07-16 10:42:12.342,194.0,6.0,85.796
2025-07-16 10:42:17.385,194.0,16.0,90.839
2025-07-16 10:42:22.429,194.0,17.0,95.883
2025-07-16 10:42:27.474,194.0,17.0,100.928
2025-07-16 10:42:32.520,194.0,17.0,105.974
2025-07-16 10:42:37.563,194.0,16.0,111.017
2025-07-16 10:42:42.607,194.0,16.0,116.061
2025-07-16 10:42:47.651,194.0,2.0,121.105
2025-07-16 10:42:52.694,194.0,16.0,126.148
2025-07-16 10:42:57.738,194.0,16.0,131.192
2025-07-16 10:43:02.782,194.0,17.0,136.236
2025-07-16 10:43:07.826,194.0,23.0,141.28
2025-07-16 10:43:12.871,194.0,16.0,146.325
2025-07-16 10:43:17.916,194.0,16.0,151.37
2025-07-16 10:43:22.961,194.0,1.0,156.415
2025-07-16 10:43:28.004,194.0,16.0,161.458
2025-07-16 10:43:33.048,194.0,16.0,166.502
2025-07-16 10:43:38.091,194.0,16.0,171.545
2025-07-16 10:43:43.135,194.0,21.0,176.589
2025-07-16 10:43:48.178,194.0,16.0,181.632
2025-07-16 10:43:53.223,194.0,16.0,186.677
2025-07-16 10:43:58.268,194.0,0.0,191.722
2025-07-16 10:44:03.312,194.0,16.0,196.766
2025-07-16 10:44:08.356,194.0,16.0,201.81
2025-07-16 10:44:13.400,194.0,16.0,206.854
2025-07-16 10:44:18.444,194.0,19.0,211.898
2025-07-16 10:44:23.488,194.0,16.0,216.942
2025-07-16 10:44:28.533,194.0,16.0,221.987
2025-07-16 10:44:33.579,194.0,0.0,227.033
2025-07-16 10:44:38.623,194.0,16.0,232.077
2025-07-16 10:44:43.668,194.0,17.0,237.122
2025-07-16 10:44:48.712,194.0,17.0,242.166
2025-07-16 10:44:53.757,194.0,17.0,247.211
2025-07-16 10:44:58.801,194.0,16.0,252.255
2025-07-16 10:45:03.845,194.0,16.0,257.299
2025-07-16 10:45:08.890,194.0,6.0,262.344
2025-07-16 10:45:13.934,194.0,16.0,267.388
2025-07-16 10:45:18.978,194.0,16.0,272.432
2025-07-16 10:45:24.022,194.0,17.0,277.476
2025-07-16 10:45:29.069,194.0,21.0,282.523
2025-07-16 10:45:34.112,194.0,16.0,287.566
2025-07-16 10:45:39.156,194.0,16.0,292.61
2025-07-16 10:45:44.200,194.0,0.0,297.654
2025-07-16 10:45:49.245,194.0,16.0,302.699
2025-07-16 10:45:54.288,194.0,15.0,307.742
2025-07-16 10:45:59.332,194.0,14.0,312.786
2025-07-16 10:46:04.375,194.0,17.0,317.829
2025-07-16 10:46:09.418,194.0,16.0,322.872
2025-07-16 10:46:14.463,194.0,16.0,327.917
2025-07-16 10:46:19.509,194.0,10.0,332.963
2025-07-16 10:46:24.553,194.0,17.0,338.007
2025-07-16 10:46:29.596,194.0,16.0,343.05
2025-07-16 10:46:34.639,194.0,16.0,348.093
2025-07-16 10:46:39.683,194.0,17.0,353.137
2025-07-16 10:46:44.726,194.0,16.0,358.18
2025-07-16 10:46:49.771,194.0,16.0,363.225
2025-07-16 10:46:54.816,194.0,13.0,368.27
2025-07-16 10:46:59.860,194.0,16.0,373.314
2025-07-16 10:47:04.904,194.0,16.0,378.358
2025-07-16 10:47:09.947,194.0,16.0,383.401
2025-07-16 10:47:14.991,194.0,16.0,388.445
2025-07-16 10:47:20.035,194.0,16.0,393.489
2025-07-16 10:47:25.080,194.0,17.0,398.534
2025-07-16 10:47:30.124,194.0,15.0,403.578
2025-07-16 10:47:35.168,194.0,16.0,408.622
2025-07-16 10:47:40.212,194.0,16.0,413.666
2025-07-16 10:47:45.255,194.0,17.0,418.709
2025-07-16 10:47:50.299,194.0,16.0,423.753
2025-07-16 10:47:55.343,194.0,16.0,428.797
2025-07-16 10:48:00.388,194.0,16.0,433.842
2025-07-16 10:48:05.431,194.0,16.0,438.885
2025-07-16 10:48:10.477,194.0,16.0,443.931
2025-07-16 10:48:15.521,194.0,16.0,448.975
2025-07-16 10:48:20.564,194.0,16.0,454.018
2025-07-16 10:48:25.607,194.0,18.0,459.061
2025-07-16 10:48:30.651,194.0,16.0,464.105
2025-07-16 10:48:35.696,194.0,16.0,469.15
2025-07-16 10:48:40.742,194.0,8.0,474.196
2025-07-16 10:48:45.788,194.0,16.0,479.242
2025-07-16 10:48:50.831,194.0,17.0,484.285
2025-07-16 10:48:55.875,194.0,16.0,489.329
2025-07-16 10:49:00.918,194.0,17.0,494.372
2025-07-16 10:49:05.962,194.0,16.0,499.416
2025-07-16 10:49:11.007,194.0,16.0,504.461
2025-07-16 10:49:16.051,194.0,13.0,509.505
2025-07-16 10:49:21.096,194.0,16.0,514.55
2025-07-16 10:49:26.140,194.0,16.0,519.594
2025-07-16 10:49:31.183,194.0,16.0,524.637
2025-07-16 10:49:36.227,194.0,17.0,529.681
2025-07-16 10:49:41.269,194.0,16.0,534.723
2025-07-16 10:49:46.314,194.0,16.0,539.768
2025-07-16 10:49:51.358,194.0,16.0,544.812
2025-07-16 10:49:56.402,194.0,16.0,549.856
2025-07-16 10:50:01.446,194.0,16.0,554.9
2025-07-16 10:50:06.489,194.0,16.0,559.943
2025-07-16 10:50:11.532,194.0,16.0,564.986
2025-07-16 10:50:16.576,194.0,9.0,570.03
2025-07-16 10:50:21.620,194.0,16.0,575.074
2025-07-16 10:50:26.665,194.0,6.0,580.119
2025-07-16 10:50:31.709,194.0,14.0,585.163
2025-07-16 10:50:36.752,194.0,17.0,590.206
